CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,RAM,SWAP,EMC,GPU,Fan pwmfan0,Temp cpu,Temp cv0,Temp cv1,Temp cv2,Temp gpu,Temp soc0,Temp soc1,Temp soc2,Temp tj,Power VDD_CPU_GPU_CV,Power VDD_SOC,Power TOT,execution_time_sec
60,49,86,60,69,95,0.961289515585799,0.09063721783604835,0,99.1,38.431372549019606,57.25,-256,-256,-256,59.062,54.593,54.281,55.218,59.062,7589,6176,21094,18.3751
63,31,85,68,89,84,0.9766359116741495,0.09308625377252742,0,99.1,36.86274509803921,57.218,-256,-256,-256,59.5,55.031,54.625,55.5,59.5,7499,6215,21133,17.0051
83,25,84,91,45,89,0.9674724686597433,0.09399415182997606,0,99.2,40.0,57.468,-256,-256,-256,59.406,55.062,54.781,55.687,59.406,7511,6176,21129,14.627
81,27,58,83,84,85,0.9641233904380305,0.09489442049198395,0,99.3,40.0,57.468,-256,-256,-256,59.406,55.25,55.0,55.562,59.406,7511,6215,21168,14.6017
53,86,80,87,60,97,0.9659171183880952,0.09526826086858045,0,99.1,40.0,57.562,-256,-256,-256,59.937,55.5,55.0,55.906,59.937,7499,6215,21094,14.4811
50,22,45,38,52,63,0.9738533008387819,0.09396363424821308,0,10.8,40.0,56.5,-256,-256,-256,57.218,55.343,55.156,54.812,57.218,2164,2991,8870,17.9125
76,60,88,87,41,97,0.9690380717347641,0.0955658072907695,0,99.3,38.431372549019606,57.281,-256,-256,-256,59.218,55.218,55.031,55.562,59.218,7537,6176,20973,15.4236
88,28,80,75,76,88,0.9658361212414505,0.09536744300931013,0,99.1,38.431372549019606,57.75,-256,-256,-256,59.625,55.5,54.906,55.968,59.625,7550,6215,21168,14.6863
52,40,49,91,69,95,0.96452632561058,0.09561921305885471,0,99.6,38.431372549019606,57.781,-256,-256,-256,59.906,55.593,55.281,56.093,59.906,7499,6166,21016,15.1963
55,30,94,37,56,99,0.9671069562195043,0.09574891278134737,0,35.5,38.431372549019606,56.875,-256,-256,-256,57.468,55.625,55.593,55.187,57.562,2247,2877,8239,16.4424
